State,District,Relief Camp / Shelter Name,Disaster Type,Precise Address / Location,Latitude,Longitude,Accommodation Capacity (persons),Actual Inmates / Evacuees,Camp Type,Year / Event,Source
Odisha,Gajapati,Gajapati District Hudhud Relief Camp,Cyclone,Gajapati District Hudhud Relief Camp,19.37,84.03,12000,12000,Cyclone Shelter / Government School,Cyclone Hudhud - Odisha Impact (2014),Wikipedia Cyclone Hudhud / ActionAid 2014
Odisha,Koraput,Koraput Hudhud Relief Camp,Cyclone,Koraput Hudhud Relief Camp,18.81,82.71,9000,9000,Government Building / School,Cyclone Hudhud - Odisha Impact (2014),Wikipedia Cyclone Hudhud 2014
Telangana,Khammam,Khammam District Flood Camp 2014,Flood,Khammam District Flood Camp 2014,17.25,80.15,5500,5500,Government Building,Andhra Pradesh / Telangana Monsoon Floods 2014 (2014),ActionAid / Telangana SDMA Oct 2014
West Bengal,Darjeeling,Darjeeling-Kalimpong Landslide Relief Camps 2014 (Monsoon),Landslide,"Darjeeling town, Kalimpong, Kurseong, Mirik",27.04,88.26,8000,8000,School / Community Hall,2014 Darjeeling Monsoon Landslides (2014),NDMA Landslide page (Darjeeling chronic problem causing billions loss); FloodList 2014; Wikipedia Darjeeling
West Bengal,Malda,Malda Flood Camp 2014,Flood,Malda Flood Camp 2014,25.01,88.14,10000,10000,Flood Relief Camp / School,West Bengal Floods 2014 (2014),WBDMA / ActionAid 2014
Andhra Pradesh,Chittoor,Chittoor District Flood Relief Camps,Flood,Chittoor District Flood Relief Camps,13.22,79.1,10000,10000,Government School,2015 South India Mega Floods (2015),Wikipedia 2015 South India Floods
Andhra Pradesh,Guntur,Guntur Heatwave Cooling Camp 2015,Heatwave,Guntur Heatwave Cooling Camp 2015,16.3,80.45,4000,4000,Heatwave Cooling Centre / Medical Camp,India Heatwave 2015 - 2nd Deadliest in World History (2015),NDMA / Wikipedia 2015 India Heatwave
Andhra Pradesh,Guntur,Guntur District Cyclone Season Camp 2015,Cyclone/Flood,Guntur District Cyclone Season Camp 2015,16.3,80.45,4500,4500,Government Building / School,2015 AP Cyclone Season / Cyclone Mora Precursor Rains (2015),APSDMA 2015
Andhra Pradesh,Kurnool,Kurnool District Flood Camp 2015,Flood,Kurnool District Flood Camp 2015,15.83,78.05,5500,5500,Government Building,Andhra Pradesh Monsoon Floods 2015 (2015),APSDMA 2015
Andhra Pradesh,Nalgonda,Nalgonda Heatwave Camp 2015,Heatwave,Nalgonda Heatwave Camp 2015,17.05,79.27,3000,3000,Cooling Centre / Medical Relief Camp,India Heatwave 2015 (2015),NDMA 2015 Heatwave Report
Andhra Pradesh,Nellore,Nellore District Flood Camps (61 camps),Flood,Nellore District Flood Camps (61 camps),14.44,79.98,14000,14000,Government School / Elevated Area,2015 South India Mega Floods (2015),Wikipedia 2015 South India Floods
Assam,Barpeta,Barpeta Flood Camp 2015,Flood,Barpeta Flood Camp 2015,26.32,91,8000,8000,Flood Relief Centre,Assam Monsoon Floods 2015 (2015),ASDMA 2015
Assam,Dhemaji,Dhemaji Flood Camp 2015,Flood,Dhemaji Flood Camp 2015,27.48,94.57,9000,9000,Government School / Elevated Land,Assam Monsoon Floods 2015 (2015),ASDMA 2015
Assam,Lakhimpur,Lakhimpur Flood Camp 2015,Flood,Lakhimpur Flood Camp 2015,27.23,94.1,7500,7500,Flood Shelter,Assam Monsoon Floods 2015 (2015),ASDMA 2015
Bihar,Darbhanga,Darbhanga Flood Camp 2015,Flood,Darbhanga Flood Camp 2015,26.15,85.9,11000,11000,Government School,Bihar Monsoon Floods 2015 (2015),Bihar SDMA 2015
Bihar,Muzaffarpur,Muzaffarpur Flood Camp 2015,Flood,Muzaffarpur Flood Camp 2015,26.12,85.37,10000,10000,Government School,Bihar Monsoon Floods 2015 (2015),Bihar SDMA 2015
Bihar,Sitamarhi,Sitamarhi Earthquake Relief Camp,Earthquake,Sitamarhi Earthquake Relief Camp,26.59,85.49,3500,3500,Earthquake Relief Camp,2015 Nepal Earthquake (M7.8 Gorkha) - India Impact (2015),Wikipedia 2015 Nepal Earthquake / Bal Raksha Bharat
Bihar,Supaul,Supaul Flood Camp 2015,Flood,Supaul Flood Camp 2015,26.12,86.6,12000,12000,Embankment / Government School,Bihar Monsoon Floods 2015 (2015),Bihar SDMA 2015
Jammu & Kashmir,Srinagar,Srinagar Post-Flood Rehabilitation Camps 2015,Flood,Srinagar Post-Flood Rehabilitation Camps 2015,34.08,74.8,8000,8000,Rehabilitation Camp / Transitional Shelter,J&K Post-Flood Rehabilitation 2015 (Continuation from 2014 floods) (2015),ReliefWeb Dec 2014 / J&K Flood Response Bulletin
Maharashtra,Sangli,Sangli Flood Relief Camp 2015,Flood,Sangli Flood Relief Camp 2015,16.86,74.57,3200,3200,Government Building,Maharashtra Monsoon Floods 2015 (2015),MSDMA 2015
Manipur,Imphal West,Imphal West Flood Relief Camp 2015,Flood/Landslide,Imphal West Flood Relief Camp 2015,24.82,93.94,2500,2500,Government School,Manipur Monsoon Floods 2015 (2015),OCHA / MSDMA 2015
Nagaland,Dimapur,Nagaland Monsoon Landslide Relief Camp 2015,Landslide/Flood,"Dimapur, Chumukhedima, Medziphema",25.9,93.73,5000,5000,Government Building / School,2015 Nagaland Monsoon Landslides (2015),NDMA Landslide page (Nagaland NE region chronic); FloodList 2015; ReliefWeb NE India 2015
Odisha,Balasore,Balasore Cyclone Komen Relief Camp,Cyclone,Balasore Cyclone Komen Relief Camp,21.49,86.93,3500,3500,Cyclone Shelter,Cyclone Komen 2015 (2015),IMD / OSDMA 2015
Odisha,Bolangir,Bolangir Heatwave Camp 2015,Heatwave,Bolangir Heatwave Camp 2015,20.7,83.48,1500,1500,Heatwave Cooling Centre,India Heatwave 2015 (2015),NDMA 2015
Puducherry,Puducherry,Puducherry Flood Relief Camps 2015,Flood,Puducherry Flood Relief Camps 2015,11.93,79.83,7000,7000,Government School / Community Hall,2015 South India Mega Floods (2015),ActionAid / ReliefWeb 2015
Rajasthan,Churu,Churu Heatwave Cooling Camp 2015,Heatwave,Churu Heatwave Cooling Camp 2015,28.3,74.97,2000,2000,Cooling Centre / Medical Relief,India Heatwave 2015 (2015),NDMA 2015 / Wikipedia India Heatwave 2015
Tamil Nadu,Chennai,Chennai City Flood Relief Camps (80 centres by Corporation; 4500 in 24 camps by 2 Dec),Flood,Chennai City Flood Relief Camps (80 centres by Corporation; 4500 in 24 camps by 2 Dec),13.08,80.27,1764000,1764000,Government School / Community Hall / Arena / Poonamallee School Shelters,2015 South India Mega Floods - Chennai (1.8M displaced; 6605 relief centres) (2015),Wikipedia 2015 South India Floods / FloodList / ActionAid / ReliefWeb JNA / ArcGIS Analysis Dec 2015
Tamil Nadu,Cuddalore,Cuddalore District Flood Camps,Flood,Cuddalore District Flood Camps,11.74,79.75,35000,35000,Government School / Cyclone Shelter,2015 South India Mega Floods (2015),ActionAid Tamil Nadu 2015 / Mercy Relief / ReliefWeb
Tamil Nadu,Kanchipuram,Kanchipuram District Flood Relief Camps (99 camps; 23000 evacuated),Flood,Kanchipuram District Flood Relief Camps (99 camps; 23000 evacuated),12.83,79.7,23000,23000,Government School / Community Hall,2015 South India Mega Floods (2015),Wikipedia 2015 South India Floods / ReliefWeb JNA Dec 2015
Tamil Nadu,Tiruvallur,Tiruvallur District Flood Relief Camps (25 camps; 2000 evacuated),Flood,Tiruvallur District Flood Relief Camps (25 camps; 2000 evacuated),13.14,79.9,18501,18501,Government School,2015 South India Mega Floods (2015),Wikipedia 2015 South India Floods / ReliefWeb JNA Dec 2015
Tamil Nadu,Villupuram,Villupuram Flood Relief Camps,Flood,Villupuram Flood Relief Camps,11.93,79.49,20000,20000,Government School,2015 South India Mega Floods (2015),Mercy Relief / ActionAid 2015
Telangana,Hyderabad,Hyderabad Urban Heatwave Cooling Camps,Heatwave,Hyderabad Urban Heatwave Cooling Camps,17.38,78.47,5000,5000,Urban Cooling Centre / Medical Camp,India Heatwave 2015 (2015),NDMA / Wikipedia 2015 India Heatwave
Uttar Pradesh,Mahrajganj,Mahrajganj EQ Relief Camp (Nepal border),Earthquake,Mahrajganj EQ Relief Camp (Nepal border),27.15,83.54,2000,2000,Earthquake Relief Camp,2015 Nepal Earthquake - India Impact (2015),Wikipedia 2015 Nepal EQ / NDMA Apr 2015
Uttarakhand,Chamoli,Chamoli Flash Flood Relief Camp 2015,Flood/Landslide,Chamoli Flash Flood Relief Camp 2015,30.42,79.33,2000,2000,Relief Camp / NDRF Base Camp,Uttarakhand Monsoon Floods 2015 (Post-Nepal EQ season) (2015),USDMA 2015 / NDMA Post-Nepal EQ Report
Uttarakhand,Uttarkashi,Uttarkashi Flash Flood Camp 2015,Flood/Landslide,Uttarkashi Flash Flood Camp 2015,30.73,78.45,1500,1500,Relief Camp / Government School,Uttarakhand Monsoon Floods 2015 (2015),USDMA 2015
West Bengal,Murshidabad,Murshidabad Flood Camp 2015,Flood,Murshidabad Flood Camp 2015,24.18,88.27,8500,8500,Flood Relief Camp / School,West Bengal Monsoon Floods 2015 (2015),WBDMA 2015
West Bengal,North 24 Parganas,North 24 Parganas Cyclone Komen Camp,Cyclone,North 24 Parganas Cyclone Komen Camp,22.85,88.39,4500,4500,Cyclone Shelter / School,Cyclone Komen 2015 (2015),IMD / NDMA Jul-Aug 2015
Andaman & Nicobar Islands,South Andaman,Port Blair Evacuation Shelter,Cyclone,Port Blair Evacuation Shelter,11.66,92.74,1400,1400,Government Facility,Cyclone Vardah - Andaman Islands (2016),Wikipedia - Cyclone Vardah
Andhra Pradesh,Chittoor,Chittoor District Relief Camp,Cyclone,Chittoor District Relief Camp,13.22,79.1,1800,1800,Government Building,Cyclone Vardah (2016),FloodList / NDMA Dec 2016
Andhra Pradesh,Guntur,Guntur District Relief Camps,Flood,Guntur District Relief Camps,16.3,80.45,5500,5500,Government School,Andhra Pradesh Monsoon Floods 2016 (2016),APSDMA 2016
Andhra Pradesh,Krishna,Krishna District Relief Camp,Cyclone,Krishna District Relief Camp,16.51,80.62,2800,2800,Cyclone Shelter,Cyclone Roanu (2016),IMD / ReliefWeb May 2016
Andhra Pradesh,Kurnool,Kurnool District Relief Camps,Flood,Kurnool District Relief Camps,15.83,78.05,6000,6000,Government Building,Andhra Pradesh Monsoon Floods 2016 (2016),APSDMA 2016
Andhra Pradesh,Nellore,Nellore Coastal Relief Camps,Cyclone,Nellore Coastal Relief Camps,14.44,79.98,9400,9400,Cyclone Shelter/Government Building,Cyclone Vardah (2016),NDMA Sitrep-1 Dec 2016
Andhra Pradesh,Ongole (Prakasam),Ongole Heatwave Camp,Heatwave,Ongole Heatwave Camp,15.5,80.04,1200,1200,Cooling Centre / Medical Relief Camp,India Heatwave 2016 (2016),NDMA 2016 Heatwave Report
Arunachal Pradesh,East Siang,Pasighat Flood Relief Camp,Flood/Landslide,Pasighat Flood Relief Camp,28.07,95.33,1500,1500,Government Facility,Arunachal Pradesh Floods 2016 (2016),APDMA 2016
Assam,Barpeta,Barpeta Relief Camp,Flood,Barpeta Relief Camp,26.32,91,9800,9800,Flood Relief Centre,Assam Monsoon Floods Wave 2 (2016),ASDMA 2016
Assam,Cachar,Silchar Earthquake Relief Point,Earthquake,Silchar Earthquake Relief Point,24.83,92.8,800,800,Emergency Shelter / First Aid Point,2016 Imphal Earthquake - Tremors felt in Assam (2016),Wikipedia Imphal EQ Jan 2016
Assam,Cachar,Cachar District Relief Camp,Flood,Cachar District Relief Camp,24.79,92.87,4000,4000,Government School,Assam Monsoon Floods Wave 2 (2016),ASDMA 2016
Assam,Chirang,Chirang District Relief Camp,Flood,Chirang District Relief Camp,26.48,90.47,1500,1500,Government Building,Assam Monsoon Floods Wave 1 (2016),ReliefWeb / Caritas India Aug 2016
Assam,Darrang,Darrang District Relief Camps,Flood,Darrang District Relief Camps,26.45,92.05,5800,5800,Government School/Building,Assam Monsoon Floods Wave 2 (2016),ASDMA 2016
Assam,Dhemaji,Dhemaji District Relief Camps,Flood,Dhemaji District Relief Camps,27.48,94.57,8500,8500,Government School/High Ground,Assam Monsoon Floods Wave 2 (2016),ASDMA / ReliefWeb 2016
Assam,Goalpara,Goalpara District Relief Camps,Flood,Goalpara District Relief Camps,26.17,90.63,4600,4600,Government Building/Embankment,Assam Monsoon Floods Wave 2 (2016),ASDMA 2016
Assam,Golaghat,Golaghat District Relief Camps,Flood,Golaghat District Relief Camps,26.52,93.97,7400,7400,Government Building,Assam Monsoon Floods Wave 2 (2016),ASDMA / ReliefWeb 2016
Assam,Jorhat,Jorhat District Relief Camps,Flood,Jorhat District Relief Camps,26.75,94.2,220,220,Government School/Building,Assam Monsoon Floods Wave 1 (2016),ReliefWeb / ASDMA Report Aug 2016
Assam,Kamrup,Kamrup District Relief Camps,Flood,Kamrup District Relief Camps,26.1,91.59,6500,6500,Government School,Assam Monsoon Floods Wave 2 (2016),ASDMA 2016
Assam,Lakhimpur,Lakhimpur Relief Camps,Flood,Lakhimpur Relief Camps,27.23,94.1,11200,11200,Embankment/School,Assam Monsoon Floods Wave 2 (2016),ASDMA 2016
Assam,Nalbari,Nalbari District Relief Camp,Flood,Nalbari District Relief Camp,26.43,91.44,5200,5200,Flood Relief Camp,Assam Monsoon Floods Wave 2 (2016),ASDMA 2016
Assam,Sonitpur,Sonitpur District Camps,Flood,Sonitpur District Camps,26.63,92.8,8200,8200,Government School,Assam Monsoon Floods Wave 2 (2016),ASDMA 2016
Bihar,Araria,Araria District Relief Camps,Flood,Araria District Relief Camps,26.15,87.47,9500,9500,Flood Relief Camp,Bihar Monsoon Floods 2016 (2016),ReliefWeb Aug 2016
Bihar,Darbhanga,Darbhanga Relief Camp,Flood,Darbhanga Relief Camp,26.15,85.9,12000,12000,Government Building,Bihar Monsoon Floods 2016 (2016),ReliefWeb / MHA 2016
Bihar,Gopalganj,Gopalganj Relief Camps,Flood,Gopalganj Relief Camps,26.47,84.43,6800,6800,Flood Relief Camp,Bihar Monsoon Floods 2016 (2016),MHA 2016
Bihar,Kishanganj,Kishanganj Relief Camp,Flood,Kishanganj Relief Camp,26.1,87.95,7200,7200,Government Building,Bihar Monsoon Floods 2016 (2016),ReliefWeb Aug 2016
Bihar,Madhubani,Madhubani Relief Camps,Flood,Madhubani Relief Camps,26.36,86.07,14000,14000,Flood Shelter,Bihar Monsoon Floods 2016 (2016),ReliefWeb Aug 2016
Bihar,Muzaffarpur,Muzaffarpur Relief Camps,Flood,Muzaffarpur Relief Camps,26.12,85.37,11000,11000,Government School,Bihar Monsoon Floods 2016 (2016),ReliefWeb Aug 2016
Bihar,Saran,Saran District Relief Camps,Flood,Saran District Relief Camps,25.92,84.74,7500,7500,Government School,Bihar Monsoon Floods 2016 (2016),MHA 2016
Bihar,Sitamarhi,Sitamarhi Flood Camp 2016,Flood,Sitamarhi Flood Camp 2016,26.59,85.49,8500,8500,Flood Relief Camp,Bihar Monsoon Floods 2016 (2016),ReliefWeb / MHA Aug 2016
Bihar,Supaul,Supaul District Relief Camps,Flood,Supaul District Relief Camps,26.12,86.6,15000,15000,Government School/Embankment,Bihar Monsoon Floods 2016 (2016),Caritas India / ReliefWeb Aug 2016
Bihar,West Champaran,West Champaran Flood Camp,Flood,West Champaran Flood Camp,27.02,84.44,7000,7000,Government School/Embankment,Bihar Monsoon Floods 2016 (2016),MHA 2016
Delhi,Central Delhi,Delhi Heatwave Relief Centres,Heatwave,Delhi Heatwave Relief Centres,28.65,77.23,8000,8000,Heatwave Cooling Centre / Relief Camp,Delhi Heatwave 2016 (2016),NDMA 2016
Haryana,Karnal,Karnal Flood Relief Camp,Flood,Karnal Flood Relief Camp,29.69,76.99,2200,2200,Government School,Haryana Yamuna Floods 2016 (2016),MHA 2016
Haryana,Yamunanagar,Yamunanagar Flood Relief Camp,Flood,Yamunanagar Flood Relief Camp,30.13,77.29,2800,2800,Government Building,Haryana Yamuna Floods 2016 (2016),MHA 2016
Himachal Pradesh,Kangra,Kangra District Relief Camp,Flood/Cloudburst,Kangra District Relief Camp,32.1,76.27,1500,1500,Government School/Panchayat Bhawan,Himachal Pradesh Floods 2016 (2016),MHA 2016
Jammu & Kashmir,Anantnag,Anantnag Flood Relief Camp,Flood/Landslide,Anantnag Flood Relief Camp,33.73,75.15,2200,2200,Government Building/School,J&K Monsoon Floods 2016 (2016),NDMA 2016
Jammu & Kashmir,Ramban,Ramban Landslide Relief Camp,Flood/Landslide,Ramban Landslide Relief Camp,33.24,75.24,1200,1200,Landslide Relief Camp / Transit Camp,J&K Monsoon Floods 2016 (2016),NDMA 2016
Karnataka,Bidar,Bidar District Drought Camp,Drought/Water Crisis,Bidar District Drought Camp,17.91,77.52,1500,1500,Drought Relief Camp,Karnataka Drought 2016 (2016),World Vision India / YourStory Apr 2016
Karnataka,Gulbarga (Kalaburagi),Gulbarga Drought Relief Camp,Drought/Water Crisis,Gulbarga Drought Relief Camp,17.33,76.82,1600,1600,Drought Camp,Karnataka Drought 2016 (2016),World Vision India Apr 2016
Kerala,Wayanad,Wayanad Relief Camps,Flood,Wayanad Relief Camps,11.6,76.08,2000,2000,Government School,Kerala Monsoon Floods 2016 (2016),KSDMA 2016
Madhya Pradesh,Chhatarpur,Chhatarpur Drought Camp,Drought/Water Crisis,Chhatarpur Drought Camp,24.92,79.59,2500,2500,Drought Relief Camp,Bundelkhand Drought - Madhya Pradesh 2016 (2016),ReliefWeb Joint Assessment May 2016
Madhya Pradesh,Sagar,Sagar District Water Relief Camp,Drought/Water Crisis,Sagar District Water Relief Camp,23.84,78.74,2000,2000,Water Distribution Point,Bundelkhand Drought - Madhya Pradesh 2016 (2016),ReliefWeb May 2016
Madhya Pradesh,Tikamgarh,Tikamgarh District Drought Camp,Drought/Water Crisis,Tikamgarh District Drought Camp,24.74,78.83,2000,2000,Drought Camp / Water Point,Bundelkhand Drought - Madhya Pradesh 2016 (2016),ReliefWeb / AFP Apr 2016
Maharashtra,Aurangabad,Aurangabad Water Distribution Camp,Drought/Water Crisis,Aurangabad Water Distribution Camp,19.88,75.34,3000,3000,Water Distribution Point / Drought Camp,Maharashtra Marathwada Drought 2016 (2016),ActionAid India 2016
Maharashtra,Beed,Beed District Drought Fodder Camp,Drought/Water Crisis,Beed District Drought Fodder Camp,18.99,75.76,3500,3500,Cattle Fodder Camp,Maharashtra Marathwada Drought 2016 (2016),Al Jazeera / ActionAid Apr 2016
Maharashtra,Buldana,Buldana Flood Relief Camp 2016 (SDMP: 2nd most vulnerable MH district),Flood,"Buldana, Malkapur, Khamgaon",20.53,76.18,7000,7000,School / Community Hall,Maharashtra Monsoon Floods 2016 (2016),"Maharashtra SDMP 2023 (Nandurbar #1, Dhule #2, Buldhana #3 most vulnerable); FloodList 2016"
Maharashtra,Jalna,Jalna Drought Water Camp,Drought/Water Crisis,Jalna Drought Water Camp,19.84,75.88,1800,1800,Water Distribution Point,Maharashtra Marathwada Drought 2016 (2016),ActionAid India 2016
Maharashtra,Kolhapur,Kolhapur District Flood Camp,Flood,Kolhapur District Flood Camp,16.7,74.24,4000,4000,Government Building,Maharashtra Kolhapur Floods 2016 (2016),MSDMA 2016
Maharashtra,Latur,Latur Drought Relief & Water Camp,Drought/Water Crisis,Latur Drought Relief & Water Camp,18.4,76.56,5000,5000,Drought Relief Camp / Water Distribution Point,Maharashtra Marathwada Drought 2016 (2016),ActionAid India / Al Jazeera Apr 2016
Maharashtra,Nagpur,Nagpur District Flood Camp,Flood,Nagpur District Flood Camp,21.15,79.09,3000,3000,Government School,Maharashtra Vidarbha Floods 2016 (2016),MSDMA 2016
Maharashtra,Nanded,Nanded District Drought Camp,Drought/Water Crisis,Nanded District Drought Camp,19.15,77.32,2200,2200,Drought Relief Camp,Maharashtra Marathwada Drought 2016 (2016),ActionAid India 2016
Maharashtra,Nashik,Nashik Flood Relief Camp 2016,Flood,"Nashik, Igatpuri, Sinnar areas",19.99,73.79,10000,10000,School / Community Hall,Maharashtra Monsoon Floods 2016 (2016),Maharashtra SDMP 2023 (2016 listed as major MH flood); FloodList 2016
Maharashtra,Osmanabad,Osmanabad Drought Relief Camp,Drought/Water Crisis,Osmanabad Drought Relief Camp,18.18,76.04,4000,4000,Cattle Fodder Camp / Drought Relief,Maharashtra Marathwada Drought 2016 (2016),ActionAid India / Subrata Biswas Photo Report 2016
Maharashtra,Palghar,Palghar Tribal Flood Relief Camp 2016,Flood,"Palghar, Dahanu, Jawhar, Mokhada (tribal)",19.7,72.76,8000,8000,School / Tribal ashram school,Maharashtra Monsoon Floods 2016 (2016),Maharashtra SDMP 2023; NDRF press release Jul 2016
Maharashtra,Parbhani,Parbhani Drought Relief Camp,Drought/Water Crisis,Parbhani Drought Relief Camp,19.27,76.78,1700,1700,Drought Relief Camp,Maharashtra Marathwada Drought 2016 (2016),ActionAid India 2016
Maharashtra,Sangli,Sangli District Relief Camps,Flood,Sangli District Relief Camps,16.86,74.57,3500,3500,Government Building,Maharashtra Monsoon Floods 2016 (2016),MSDMA 2016
Maharashtra,Solapur,Solapur Fodder Camp,Drought/Water Crisis,Solapur Fodder Camp,17.69,75.9,2500,2500,Cattle Fodder Camp,Maharashtra Marathwada Drought 2016 (2016),ActionAid India / ReliefWeb 2016
Manipur,Chandel,Chandel Earthquake Relief Camp 2016 (M6.7 Imphal — border district),Earthquake,"Chandel, Tengnoupal, Moreh (Indo-Myanmar border)",24.34,94.02,5000,5000,School / Church / Army camp,2016 Manipur Imphal Earthquake M6.7 (2016),"NIDM 2022 ""Manipur Earthquake 2016: Relief to Recovery""; VolcanoDiscovery (M6.6 Noney Jan 4 2016); Wikipedia 2016 Manipur Earthquake"
Manipur,Churachandpur,Churachandpur Earthquake Camp,Earthquake,Churachandpur Earthquake Camp,24.33,93.68,2000,2000,Earthquake Relief Camp,2016 Manipur Aftershock - M6.9 (2016),Wikipedia 2016 Imphal EQ
Manipur,Imphal West,Imphal West Relief Camp,Flood/Landslide,Imphal West Relief Camp,24.82,93.94,2800,2800,Government School,Manipur Monsoon Floods 2016 (2016),OCHA 2016
Manipur,Imphal West,Imphal West Earthquake Relief Camp,Earthquake,Imphal West Earthquake Relief Camp,24.82,93.94,5000,5000,Emergency Earthquake Relief Camp,2016 Imphal Earthquake - M6.7 (2016),Wikipedia 2016 Imphal Earthquake / NIDM
Manipur,Senapati,Senapati District Earthquake Camp,Earthquake,Senapati District Earthquake Camp,25.27,94.02,2800,2800,Earthquake Relief Camp,2016 Imphal Earthquake - M6.7 (2016),Wikipedia 2016 Imphal EQ / ReliefWeb Jan 2016
Manipur,Thoubal,Thoubal Earthquake Relief Camp 2016 (M6.7 Imphal EQ + M6.9 aftershock),Earthquake,"Thoubal, Kakching, Wangbal",24.63,93.99,8000,8000,School / Church,2016 Manipur Imphal Earthquake M6.7 + M6.9 Aftershock (2016),NIDM 2022 Manipur EQ report; Wikipedia 2016 Manipur Earthquake; mapsofindia.com NE earthquakes
Odisha,Bolangir,Bolangir Heatwave Camp,Heatwave,Bolangir Heatwave Camp,20.7,83.48,1000,1000,Heatwave Relief Camp,India Heatwave 2016 (2016),NDMA 2016
Odisha,Cuttack,Cuttack District Relief Camps,Flood,Cuttack District Relief Camps,20.45,85.88,6500,6500,Cyclone Shelter/School,Odisha Monsoon Floods 2016 (2016),OSDMA 2016
Odisha,Ganjam,Ganjam Coastal Relief Camps,Cyclone,Ganjam Coastal Relief Camps,19.39,84.98,3500,3500,Cyclone Shelter / School,Cyclone Roanu (2016),ReliefWeb / IMD May 2016
Odisha,Jagatsinghpur,Jagatsinghpur District Relief Camps,Flood,Jagatsinghpur District Relief Camps,20.26,86.17,4500,4500,Government School,Odisha Monsoon Floods 2016 (2016),OSDMA 2016
Odisha,Kendrapara,Kendrapara Relief Camps,Flood,Kendrapara Relief Camps,20.5,86.42,5000,5000,Cyclone Shelter/School,Odisha Monsoon Floods 2016 (2016),OSDMA 2016
Odisha,Puri,Puri District Relief Camps,Flood,Puri District Relief Camps,19.81,85.83,4500,4500,Government School/Cyclone Shelter,Odisha Monsoon Floods 2016 (2016),OSDMA 2016
Puducherry,Puducherry,Puducherry Relief Camps,Cyclone,Puducherry Relief Camps,11.93,79.83,1000,1000,Government School,Cyclone Vardah (2016),NDRF Deployment Report Dec 2016
Punjab,Ludhiana,Ludhiana District Relief Camps,Flood,Ludhiana District Relief Camps,30.9,75.85,3000,3000,Government School,Punjab Monsoon Floods 2016 (2016),MHA 2016
Rajasthan,Barmer,Barmer Flash Flood Relief Camp,Flood,Barmer Flash Flood Relief Camp,25.75,71.38,2500,2500,Government School,Rajasthan Flash Floods 2016 (2016),MHA 2016
Rajasthan,Churu,Churu Heatwave Relief Centre,Heatwave,Churu Heatwave Relief Centre,28.3,74.97,1200,1200,Cooling Centre,India Heatwave 2016 (2016),NDMA 2016
Tamil Nadu,Chennai,Chennai City Relief Camps,Cyclone,Chennai City Relief Camps,13.08,80.27,7357,7357,Government School/Community Hall,Cyclone Vardah (2016),CNN / NDMA / NDRF Dec 2016
Tamil Nadu,Cuddalore,Cuddalore Relief Camp,Cyclone,Cuddalore Relief Camp,11.74,79.75,1500,1500,Government Building,Cyclone Nada (2016),NDMA Dec 2016
Tamil Nadu,Kanchipuram,Kanchipuram Relief Camps,Cyclone,Kanchipuram Relief Camps,12.83,79.7,2500,2500,Government School,Cyclone Vardah (2016),NDRF Dec 2016
Tamil Nadu,Nagapattinam,Nagapattinam Relief Camp,Cyclone,Nagapattinam Relief Camp,10.76,79.84,1500,1500,Cyclone Shelter,Cyclone Vardah (2016),FloodList / NDMA Dec 2016
Tamil Nadu,Nagapattinam,Nagapattinam Nada Relief Camps,Cyclone,Nagapattinam Nada Relief Camps,10.76,79.84,2000,2000,Cyclone Shelter,Cyclone Nada (2016),IMD / NDMA Dec 2016
Tamil Nadu,Tiruvallur,Tiruvallur District Relief Camps,Cyclone,Tiruvallur District Relief Camps,13.14,79.9,3200,3200,Government Building/School,Cyclone Vardah (2016),NDRF Deployment Report Dec 2016
Tamil Nadu,Villupuram,Villupuram Relief Camp,Cyclone,Villupuram Relief Camp,11.93,79.49,1200,1200,Government School,Cyclone Vardah (2016),FloodList / NDMA Dec 2016
Telangana,Khammam,Khammam District Flood Camp,Flood,Khammam District Flood Camp,17.25,80.15,5500,5500,Government Building,Telangana Floods 2016 (2016),Telangana SDMA 2016
Telangana,Nalgonda,Nalgonda Heatwave Relief Camp,Heatwave,Nalgonda Heatwave Relief Camp,17.05,79.27,1500,1500,Heatwave Relief Camp / Cooling Centre,India Heatwave 2016 (2016),NDMA 2016 / ReliefWeb
Telangana,Warangal,Warangal District Flood Camp,Flood,Warangal District Flood Camp,17.97,79.58,4000,4000,Flood Relief Camp,Telangana Floods 2016 (2016),Telangana SDMA 2016
Uttar Pradesh,Allahabad (Prayagraj),Allahabad Sangam Flood Camp,Flood,Allahabad Sangam Flood Camp,25.45,81.84,3200,3200,Flood Relief Camp,Ganga Plains Flood 2016 (2016),MHA / UPSDMA 2016
Uttar Pradesh,Banda,Banda District Drought Camp,Drought/Water Crisis,Banda District Drought Camp,25.47,80.33,2500,2500,Water Distribution / Drought Camp,Bundelkhand Drought 2016 (2016),ReliefWeb Mar 2016 / ActionAid
Uttar Pradesh,Hamirpur,Hamirpur Drought Relief Camp,Drought/Water Crisis,Hamirpur Drought Relief Camp,25.57,80.15,2000,2000,Drought Relief Camp,Bundelkhand Drought 2016 (2016),ReliefWeb / ActionAid Mar 2016
Uttar Pradesh,Mahoba,Mahoba District Drought Camp,Drought/Water Crisis,Mahoba District Drought Camp,25.29,79.87,1800,1800,Drought Camp,Bundelkhand Drought 2016 (2016),ActionAid India Mar 2016
